word,UR,item_type,condition,pattern,file_name
jowje_token,jowje,HAo,glide,AH,jowje_token_raw.npy
jowje_token,jowje,HAo,glide,SG,jowje_token_raw.npy
jowjo_token,jowjo,HAo,glide,AH,jowjo_token_raw.npy
jowjo_token,jowjo,HAo,glide,SG,jowjo_token_raw.npy
jojwa_token,jojwa,HAo,glide,AH,jojwa_token_raw.npy
jojwa_token,jojwa,HAo,glide,SG,jojwa_token_raw.npy
jojwe_token,jojwe,HAo,glide,AH,jojwe_token_raw.npy
jojwe_token,jojwe,HAo,glide,SG,jojwe_token_raw.npy
jojwo_token,jojwo,HAo,glide,AH,jojwo_token_raw.npy
jojwo_token,jojwo,HAo,glide,SG,jojwo_token_raw.npy
jojja_token,jojja,HAo,glide,AH,jojja_token_raw.npy
jojja_token,jojja,HAo,glide,SG,jojja_token_raw.npy
jojje_token,jojje,HAo,glide,AH,jojje_token_raw.npy
jojje_token,jojje,HAo,glide,SG,jojje_token_raw.npy
jojjo_token,jojjo,HAo,glide,AH,jojjo_token_raw.npy
jojjo_token,jojjo,HAo,glide,SG,jojjo_token_raw.npy
pawwa_token,pawwa,HAo,glide,AH,pawwa_token_raw.npy
pawwa_token,pawwa,HAo,glide,SG,pawwa_token_raw.npy
pawwe_token,pawwe,HAo,glide,AH,pawwe_token_raw.npy
pawwe_token,pawwe,HAo,glide,SG,pawwe_token_raw.npy
pawwo_token,pawwo,HAo,glide,AH,pawwo_token_raw.npy
pawwo_token,pawwo,HAo,glide,SG,pawwo_token_raw.npy
pawja_token,pawja,HAo,glide,AH,pawja_token_raw.npy
pawja_token,pawja,HAo,glide,SG,pawja_token_raw.npy
pawje_token,pawje,HAo,glide,AH,pawje_token_raw.npy
pawje_token,pawje,HAo,glide,SG,pawje_token_raw.npy
pawjo_token,pawjo,HAo,glide,AH,pawjo_token_raw.npy
pawjo_token,pawjo,HAo,glide,SG,pawjo_token_raw.npy
pajwa_token,pajwa,HAo,glide,AH,pajwa_token_raw.npy
pajwa_token,pajwa,HAo,glide,SG,pajwa_token_raw.npy
pajwe_token,pajwe,HAo,glide,AH,pajwe_token_raw.npy
pajwe_token,pajwe,HAo,glide,SG,pajwe_token_raw.npy
pajwo_token,pajwo,HAo,glide,AH,pajwo_token_raw.npy
pajwo_token,pajwo,HAo,glide,SG,pajwo_token_raw.npy
pajja_token,pajja,HAo,glide,AH,pajja_token_raw.npy
pajja_token,pajja,HAo,glide,SG,pajja_token_raw.npy
pajje_token,pajje,HAo,glide,AH,pajje_token_raw.npy
pajje_token,pajje,HAo,glide,SG,pajje_token_raw.npy
pajjo_token,pajjo,HAo,glide,AH,pajjo_token_raw.npy
pajjo_token,pajjo,HAo,glide,SG,pajjo_token_raw.npy
pewwa_token,pewwa,HAo,glide,AH,pewwa_token_raw.npy
pewwa_token,pewwa,HAo,glide,SG,pewwa_token_raw.npy
pewwe_token,pewwe,HAo,glide,AH,pewwe_token_raw.npy
pewwe_token,pewwe,HAo,glide,SG,pewwe_token_raw.npy
pewwo_token,pewwo,HAo,glide,AH,pewwo_token_raw.npy
pewwo_token,pewwo,HAo,glide,SG,pewwo_token_raw.npy
pewja_token,pewja,HAo,glide,AH,pewja_token_raw.npy
pewja_token,pewja,HAo,glide,SG,pewja_token_raw.npy
pewje_token,pewje,HAo,glide,AH,pewje_token_raw.npy
pewje_token,pewje,HAo,glide,SG,pewje_token_raw.npy
pewjo_token,pewjo,HAo,glide,AH,pewjo_token_raw.npy
pewjo_token,pewjo,HAo,glide,SG,pewjo_token_raw.npy
pejwa_token,pejwa,HAo,glide,AH,pejwa_token_raw.npy
pejwa_token,pejwa,HAo,glide,SG,pejwa_token_raw.npy
pejwe_token,pejwe,HAo,glide,AH,pejwe_token_raw.npy
pejwe_token,pejwe,HAo,glide,SG,pejwe_token_raw.npy
pejwo_token,pejwo,HAo,glide,AH,pejwo_token_raw.npy
pejwo_token,pejwo,HAo,glide,SG,pejwo_token_raw.npy
pejja_token,pejja,HAo,glide,AH,pejja_token_raw.npy
pejja_token,pejja,HAo,glide,SG,pejja_token_raw.npy
pejje_token,pejje,HAo,glide,AH,pejje_token_raw.npy
pejje_token,pejje,HAo,glide,SG,pejje_token_raw.npy
pejjo_token,pejjo,HAo,glide,AH,pejjo_token_raw.npy
pejjo_token,pejjo,HAo,glide,SG,pejjo_token_raw.npy
powwa_token,powwa,HAo,glide,AH,powwa_token_raw.npy
powwa_token,powwa,HAo,glide,SG,powwa_token_raw.npy
powwe_token,powwe,HAo,glide,AH,powwe_token_raw.npy
powwe_token,powwe,HAo,glide,SG,powwe_token_raw.npy
powwo_token,powwo,HAo,glide,AH,powwo_token_raw.npy
powwo_token,powwo,HAo,glide,SG,powwo_token_raw.npy
powja_token,powja,HAo,glide,AH,powja_token_raw.npy
powja_token,powja,HAo,glide,SG,powja_token_raw.npy
powje_token,powje,HAo,glide,AH,powje_token_raw.npy
powje_token,powje,HAo,glide,SG,powje_token_raw.npy
powjo_token,powjo,HAo,glide,AH,powjo_token_raw.npy
powjo_token,powjo,HAo,glide,SG,powjo_token_raw.npy
pojwa_token,pojwa,HAo,glide,AH,pojwa_token_raw.npy
pojwa_token,pojwa,HAo,glide,SG,pojwa_token_raw.npy
pojwe_token,pojwe,HAo,glide,AH,pojwe_token_raw.npy
pojwe_token,pojwe,HAo,glide,SG,pojwe_token_raw.npy
pojwo_token,pojwo,HAo,glide,AH,pojwo_token_raw.npy
pojwo_token,pojwo,HAo,glide,SG,pojwo_token_raw.npy
pojja_token,pojja,HAo,glide,AH,pojja_token_raw.npy
pojja_token,pojja,HAo,glide,SG,pojja_token_raw.npy
pojje_token,pojje,HAo,glide,AH,pojje_token_raw.npy
pojje_token,pojje,HAo,glide,SG,pojje_token_raw.npy
pojjo_token,pojjo,HAo,glide,AH,pojjo_token_raw.npy
pojjo_token,pojjo,HAo,glide,SG,pojjo_token_raw.npy
tawwa_token,tawwa,HAo,glide,AH,tawwa_token_raw.npy
tawwa_token,tawwa,HAo,glide,SG,tawwa_token_raw.npy
tawwe_token,tawwe,HAo,glide,AH,tawwe_token_raw.npy
tawwe_token,tawwe,HAo,glide,SG,tawwe_token_raw.npy
tawwo_token,tawwo,HAo,glide,AH,tawwo_token_raw.npy
tawwo_token,tawwo,HAo,glide,SG,tawwo_token_raw.npy
tawja_token,tawja,HAo,glide,AH,tawja_token_raw.npy
tawja_token,tawja,HAo,glide,SG,tawja_token_raw.npy
tawje_token,tawje,HAo,glide,AH,tawje_token_raw.npy
tawje_token,tawje,HAo,glide,SG,tawje_token_raw.npy
tawjo_token,tawjo,HAo,glide,AH,tawjo_token_raw.npy
tawjo_token,tawjo,HAo,glide,SG,tawjo_token_raw.npy
tajwa_token,tajwa,HAo,glide,AH,tajwa_token_raw.npy
tajwa_token,tajwa,HAo,glide,SG,tajwa_token_raw.npy
tajwe_token,tajwe,HAo,glide,AH,tajwe_token_raw.npy
tajwe_token,tajwe,HAo,glide,SG,tajwe_token_raw.npy
tajwo_token,tajwo,HAo,glide,AH,tajwo_token_raw.npy
tajwo_token,tajwo,HAo,glide,SG,tajwo_token_raw.npy
tajja_token,tajja,HAo,glide,AH,tajja_token_raw.npy
tajja_token,tajja,HAo,glide,SG,tajja_token_raw.npy
tajje_token,tajje,HAo,glide,AH,tajje_token_raw.npy
tajje_token,tajje,HAo,glide,SG,tajje_token_raw.npy
tajjo_token,tajjo,HAo,glide,AH,tajjo_token_raw.npy
tajjo_token,tajjo,HAo,glide,SG,tajjo_token_raw.npy
tewwa_token,tewwa,HAo,glide,AH,tewwa_token_raw.npy
tewwa_token,tewwa,HAo,glide,SG,tewwa_token_raw.npy
tewwe_token,tewwe,HAo,glide,AH,tewwe_token_raw.npy
tewwe_token,tewwe,HAo,glide,SG,tewwe_token_raw.npy
tewwo_token,tewwo,HAo,glide,AH,tewwo_token_raw.npy
tewwo_token,tewwo,HAo,glide,SG,tewwo_token_raw.npy
tewja_token,tewja,HAo,glide,AH,tewja_token_raw.npy
tewja_token,tewja,HAo,glide,SG,tewja_token_raw.npy
tewje_token,tewje,HAo,glide,AH,tewje_token_raw.npy
tewje_token,tewje,HAo,glide,SG,tewje_token_raw.npy
tewjo_token,tewjo,HAo,glide,AH,tewjo_token_raw.npy
tewjo_token,tewjo,HAo,glide,SG,tewjo_token_raw.npy
tejwa_token,tejwa,HAo,glide,AH,tejwa_token_raw.npy
tejwa_token,tejwa,HAo,glide,SG,tejwa_token_raw.npy
tejwe_token,tejwe,HAo,glide,AH,tejwe_token_raw.npy
tejwe_token,tejwe,HAo,glide,SG,tejwe_token_raw.npy
tejwo_token,tejwo,HAo,glide,AH,tejwo_token_raw.npy
tejwo_token,tejwo,HAo,glide,SG,tejwo_token_raw.npy
tejja_token,tejja,HAo,glide,AH,tejja_token_raw.npy
tejja_token,tejja,HAo,glide,SG,tejja_token_raw.npy
tejje_token,tejje,HAo,glide,AH,tejje_token_raw.npy
tejje_token,tejje,HAo,glide,SG,tejje_token_raw.npy
tejjo_token,tejjo,HAo,glide,AH,tejjo_token_raw.npy
tejjo_token,tejjo,HAo,glide,SG,tejjo_token_raw.npy
towwa_token,towwa,HAo,glide,AH,towwa_token_raw.npy
towwa_token,towwa,HAo,glide,SG,towwa_token_raw.npy
towwe_token,towwe,HAo,glide,AH,towwe_token_raw.npy
towwe_token,towwe,HAo,glide,SG,towwe_token_raw.npy
towwo_token,towwo,HAo,glide,AH,towwo_token_raw.npy
towwo_token,towwo,HAo,glide,SG,towwo_token_raw.npy
towja_token,towja,HAo,glide,AH,towja_token_raw.npy
towja_token,towja,HAo,glide,SG,towja_token_raw.npy
towje_token,towje,HAo,glide,AH,towje_token_raw.npy
towje_token,towje,HAo,glide,SG,towje_token_raw.npy
towjo_token,towjo,HAo,glide,AH,towjo_token_raw.npy
towjo_token,towjo,HAo,glide,SG,towjo_token_raw.npy
tojwa_token,tojwa,HAo,glide,AH,tojwa_token_raw.npy
tojwa_token,tojwa,HAo,glide,SG,tojwa_token_raw.npy
tojwe_token,tojwe,HAo,glide,AH,tojwe_token_raw.npy
tojwe_token,tojwe,HAo,glide,SG,tojwe_token_raw.npy
tojwo_token,tojwo,HAo,glide,AH,tojwo_token_raw.npy
tojwo_token,tojwo,HAo,glide,SG,tojwo_token_raw.npy
tojja_token,tojja,HAo,glide,AH,tojja_token_raw.npy
tojja_token,tojja,HAo,glide,SG,tojja_token_raw.npy
tojje_token,tojje,HAo,glide,AH,tojje_token_raw.npy
tojje_token,tojje,HAo,glide,SG,tojje_token_raw.npy
tojjo_token,tojjo,HAo,glide,AH,tojjo_token_raw.npy
tojjo_token,tojjo,HAo,glide,SG,tojjo_token_raw.npy
vavva_token,vavva,HAo,fricative,AH,vavva_token_raw.npy
vavva_token,vavva,HAo,fricative,SG,vavva_token_raw.npy
vavve_token,vavve,HAo,fricative,AH,vavve_token_raw.npy
vavve_token,vavve,HAo,fricative,SG,vavve_token_raw.npy
vavvo_token,vavvo,HAo,fricative,AH,vavvo_token_raw.npy
vavvo_token,vavvo,HAo,fricative,SG,vavvo_token_raw.npy
vavza_token,vavza,HAo,fricative,AH,vavza_token_raw.npy
vavza_token,vavza,HAo,fricative,SG,vavza_token_raw.npy
vavze_token,vavze,HAo,fricative,AH,vavze_token_raw.npy
vavze_token,vavze,HAo,fricative,SG,vavze_token_raw.npy
vavzo_token,vavzo,HAo,fricative,AH,vavzo_token_raw.npy
vavzo_token,vavzo,HAo,fricative,SG,vavzo_token_raw.npy
vazva_token,vazva,HAo,fricative,AH,vazva_token_raw.npy
vazva_token,vazva,HAo,fricative,SG,vazva_token_raw.npy
vazve_token,vazve,HAo,fricative,AH,vazve_token_raw.npy
vazve_token,vazve,HAo,fricative,SG,vazve_token_raw.npy
vazvo_token,vazvo,HAo,fricative,AH,vazvo_token_raw.npy
vazvo_token,vazvo,HAo,fricative,SG,vazvo_token_raw.npy
vazza_token,vazza,HAo,fricative,AH,vazza_token_raw.npy
vazza_token,vazza,HAo,fricative,SG,vazza_token_raw.npy
vazze_token,vazze,HAo,fricative,AH,vazze_token_raw.npy
vazze_token,vazze,HAo,fricative,SG,vazze_token_raw.npy
vazzo_token,vazzo,HAo,fricative,AH,vazzo_token_raw.npy
vazzo_token,vazzo,HAo,fricative,SG,vazzo_token_raw.npy
vevva_token,vevva,HAo,fricative,AH,vevva_token_raw.npy
vevva_token,vevva,HAo,fricative,SG,vevva_token_raw.npy
vevve_token,vevve,HAo,fricative,AH,vevve_token_raw.npy
vevve_token,vevve,HAo,fricative,SG,vevve_token_raw.npy
vevvo_token,vevvo,HAo,fricative,AH,vevvo_token_raw.npy
vevvo_token,vevvo,HAo,fricative,SG,vevvo_token_raw.npy
vevza_token,vevza,HAo,fricative,AH,vevza_token_raw.npy
vevza_token,vevza,HAo,fricative,SG,vevza_token_raw.npy
vevze_token,vevze,HAo,fricative,AH,vevze_token_raw.npy
vevze_token,vevze,HAo,fricative,SG,vevze_token_raw.npy
vevzo_token,vevzo,HAo,fricative,AH,vevzo_token_raw.npy
vevzo_token,vevzo,HAo,fricative,SG,vevzo_token_raw.npy
vezva_token,vezva,HAo,fricative,AH,vezva_token_raw.npy
vezva_token,vezva,HAo,fricative,SG,vezva_token_raw.npy
vezve_token,vezve,HAo,fricative,AH,vezve_token_raw.npy
vezve_token,vezve,HAo,fricative,SG,vezve_token_raw.npy
vezvo_token,vezvo,HAo,fricative,AH,vezvo_token_raw.npy
vezvo_token,vezvo,HAo,fricative,SG,vezvo_token_raw.npy
vezza_token,vezza,HAo,fricative,AH,vezza_token_raw.npy
vezza_token,vezza,HAo,fricative,SG,vezza_token_raw.npy
vezze_token,vezze,HAo,fricative,AH,vezze_token_raw.npy
vezze_token,vezze,HAo,fricative,SG,vezze_token_raw.npy
vezzo_token,vezzo,HAo,fricative,AH,vezzo_token_raw.npy
vezzo_token,vezzo,HAo,fricative,SG,vezzo_token_raw.npy
vovva_token,vovva,HAo,fricative,AH,vovva_token_raw.npy
vovva_token,vovva,HAo,fricative,SG,vovva_token_raw.npy
vovve_token,vovve,HAo,fricative,AH,vovve_token_raw.npy
vovve_token,vovve,HAo,fricative,SG,vovve_token_raw.npy
vovvo_token,vovvo,HAo,fricative,AH,vovvo_token_raw.npy
vovvo_token,vovvo,HAo,fricative,SG,vovvo_token_raw.npy
vovza_token,vovza,HAo,fricative,AH,vovza_token_raw.npy
vovza_token,vovza,HAo,fricative,SG,vovza_token_raw.npy
vovze_token,vovze,HAo,fricative,AH,vovze_token_raw.npy
vovze_token,vovze,HAo,fricative,SG,vovze_token_raw.npy
vovzo_token,vovzo,HAo,fricative,AH,vovzo_token_raw.npy
vovzo_token,vovzo,HAo,fricative,SG,vovzo_token_raw.npy
vozva_token,vozva,HAo,fricative,AH,vozva_token_raw.npy
vozva_token,vozva,HAo,fricative,SG,vozva_token_raw.npy
vozve_token,vozve,HAo,fricative,AH,vozve_token_raw.npy
vozve_token,vozve,HAo,fricative,SG,vozve_token_raw.npy
vozvo_token,vozvo,HAo,fricative,AH,vozvo_token_raw.npy
vozvo_token,vozvo,HAo,fricative,SG,vozvo_token_raw.npy
vozza_token,vozza,HAo,fricative,AH,vozza_token_raw.npy
vozza_token,vozza,HAo,fricative,SG,vozza_token_raw.npy
vozze_token,vozze,HAo,fricative,AH,vozze_token_raw.npy
vozze_token,vozze,HAo,fricative,SG,vozze_token_raw.npy
vozzo_token,vozzo,HAo,fricative,AH,vozzo_token_raw.npy
vozzo_token,vozzo,HAo,fricative,SG,vozzo_token_raw.npy
zavva_token,zavva,HAo,fricative,AH,zavva_token_raw.npy
zavva_token,zavva,HAo,fricative,SG,zavva_token_raw.npy
zavve_token,zavve,HAo,fricative,AH,zavve_token_raw.npy
zavve_token,zavve,HAo,fricative,SG,zavve_token_raw.npy
zavvo_token,zavvo,HAo,fricative,AH,zavvo_token_raw.npy
zavvo_token,zavvo,HAo,fricative,SG,zavvo_token_raw.npy
zavza_token,zavza,HAo,fricative,AH,zavza_token_raw.npy
zavza_token,zavza,HAo,fricative,SG,zavza_token_raw.npy
zavze_token,zavze,HAo,fricative,AH,zavze_token_raw.npy
zavze_token,zavze,HAo,fricative,SG,zavze_token_raw.npy
zavzo_token,zavzo,HAo,fricative,AH,zavzo_token_raw.npy
zavzo_token,zavzo,HAo,fricative,SG,zavzo_token_raw.npy
zazva_token,zazva,HAo,fricative,AH,zazva_token_raw.npy
zazva_token,zazva,HAo,fricative,SG,zazva_token_raw.npy
zazve_token,zazve,HAo,fricative,AH,zazve_token_raw.npy
zazve_token,zazve,HAo,fricative,SG,zazve_token_raw.npy
zazvo_token,zazvo,HAo,fricative,AH,zazvo_token_raw.npy
zazvo_token,zazvo,HAo,fricative,SG,zazvo_token_raw.npy
zazza_token,zazza,HAo,fricative,AH,zazza_token_raw.npy
zazza_token,zazza,HAo,fricative,SG,zazza_token_raw.npy
zazze_token,zazze,HAo,fricative,AH,zazze_token_raw.npy
zazze_token,zazze,HAo,fricative,SG,zazze_token_raw.npy
zazzo_token,zazzo,HAo,fricative,AH,zazzo_token_raw.npy
zazzo_token,zazzo,HAo,fricative,SG,zazzo_token_raw.npy
zevva_token,zevva,HAo,fricative,AH,zevva_token_raw.npy
zevva_token,zevva,HAo,fricative,SG,zevva_token_raw.npy
zevve_token,zevve,HAo,fricative,AH,zevve_token_raw.npy
zevve_token,zevve,HAo,fricative,SG,zevve_token_raw.npy
zevvo_token,zevvo,HAo,fricative,AH,zevvo_token_raw.npy
zevvo_token,zevvo,HAo,fricative,SG,zevvo_token_raw.npy
zevza_token,zevza,HAo,fricative,AH,zevza_token_raw.npy
zevza_token,zevza,HAo,fricative,SG,zevza_token_raw.npy
zevze_token,zevze,HAo,fricative,AH,zevze_token_raw.npy
zevze_token,zevze,HAo,fricative,SG,zevze_token_raw.npy
zevzo_token,zevzo,HAo,fricative,AH,zevzo_token_raw.npy
zevzo_token,zevzo,HAo,fricative,SG,zevzo_token_raw.npy
zezva_token,zezva,HAo,fricative,AH,zezva_token_raw.npy
zezva_token,zezva,HAo,fricative,SG,zezva_token_raw.npy
zezve_token,zezve,HAo,fricative,AH,zezve_token_raw.npy
zezve_token,zezve,HAo,fricative,SG,zezve_token_raw.npy
zezvo_token,zezvo,HAo,fricative,AH,zezvo_token_raw.npy
zezvo_token,zezvo,HAo,fricative,SG,zezvo_token_raw.npy
zezza_token,zezza,HAo,fricative,AH,zezza_token_raw.npy
zezza_token,zezza,HAo,fricative,SG,zezza_token_raw.npy
zezze_token,zezze,HAo,fricative,AH,zezze_token_raw.npy
zezze_token,zezze,HAo,fricative,SG,zezze_token_raw.npy
zezzo_token,zezzo,HAo,fricative,AH,zezzo_token_raw.npy
zezzo_token,zezzo,HAo,fricative,SG,zezzo_token_raw.npy
zovva_token,zovva,HAo,fricative,AH,zovva_token_raw.npy
zovva_token,zovva,HAo,fricative,SG,zovva_token_raw.npy
zovve_token,zovve,HAo,fricative,AH,zovve_token_raw.npy
zovve_token,zovve,HAo,fricative,SG,zovve_token_raw.npy
zovvo_token,zovvo,HAo,fricative,AH,zovvo_token_raw.npy
zovvo_token,zovvo,HAo,fricative,SG,zovvo_token_raw.npy
zovza_token,zovza,HAo,fricative,AH,zovza_token_raw.npy
zovza_token,zovza,HAo,fricative,SG,zovza_token_raw.npy
zovze_token,zovze,HAo,fricative,AH,zovze_token_raw.npy
zovze_token,zovze,HAo,fricative,SG,zovze_token_raw.npy
zovzo_token,zovzo,HAo,fricative,AH,zovzo_token_raw.npy
zovzo_token,zovzo,HAo,fricative,SG,zovzo_token_raw.npy
zozva_token,zozva,HAo,fricative,AH,zozva_token_raw.npy
zozva_token,zozva,HAo,fricative,SG,zozva_token_raw.npy
zozve_token,zozve,HAo,fricative,AH,zozve_token_raw.npy
zozve_token,zozve,HAo,fricative,SG,zozve_token_raw.npy
zozvo_token,zozvo,HAo,fricative,AH,zozvo_token_raw.npy
zozvo_token,zozvo,HAo,fricative,SG,zozvo_token_raw.npy
zozza_token,zozza,HAo,fricative,AH,zozza_token_raw.npy
zozza_token,zozza,HAo,fricative,SG,zozza_token_raw.npy
zozze_token,zozze,HAo,fricative,AH,zozze_token_raw.npy
zozze_token,zozze,HAo,fricative,SG,zozze_token_raw.npy
zozzo_token,zozzo,HAo,fricative,AH,zozzo_token_raw.npy
zozzo_token,zozzo,HAo,fricative,SG,zozzo_token_raw.npy
pavva_token,pavva,HAo,fricative,AH,pavva_token_raw.npy
pavva_token,pavva,HAo,fricative,SG,pavva_token_raw.npy
pavve_token,pavve,HAo,fricative,AH,pavve_token_raw.npy
pavve_token,pavve,HAo,fricative,SG,pavve_token_raw.npy
pavvo_token,pavvo,HAo,fricative,AH,pavvo_token_raw.npy
pavvo_token,pavvo,HAo,fricative,SG,pavvo_token_raw.npy
pavza_token,pavza,HAo,fricative,AH,pavza_token_raw.npy
pavza_token,pavza,HAo,fricative,SG,pavza_token_raw.npy
pavze_token,pavze,HAo,fricative,AH,pavze_token_raw.npy
pavze_token,pavze,HAo,fricative,SG,pavze_token_raw.npy
pavzo_token,pavzo,HAo,fricative,AH,pavzo_token_raw.npy
pavzo_token,pavzo,HAo,fricative,SG,pavzo_token_raw.npy
pazva_token,pazva,HAo,fricative,AH,pazva_token_raw.npy
pazva_token,pazva,HAo,fricative,SG,pazva_token_raw.npy
pazve_token,pazve,HAo,fricative,AH,pazve_token_raw.npy
pazve_token,pazve,HAo,fricative,SG,pazve_token_raw.npy
pazvo_token,pazvo,HAo,fricative,AH,pazvo_token_raw.npy
pazvo_token,pazvo,HAo,fricative,SG,pazvo_token_raw.npy
pazza_token,pazza,HAo,fricative,AH,pazza_token_raw.npy
pazza_token,pazza,HAo,fricative,SG,pazza_token_raw.npy
pazze_token,pazze,HAo,fricative,AH,pazze_token_raw.npy
pazze_token,pazze,HAo,fricative,SG,pazze_token_raw.npy
pazzo_token,pazzo,HAo,fricative,AH,pazzo_token_raw.npy
pazzo_token,pazzo,HAo,fricative,SG,pazzo_token_raw.npy
pevva_token,pevva,HAo,fricative,AH,pevva_token_raw.npy
pevva_token,pevva,HAo,fricative,SG,pevva_token_raw.npy
pevve_token,pevve,HAo,fricative,AH,pevve_token_raw.npy
pevve_token,pevve,HAo,fricative,SG,pevve_token_raw.npy
pevvo_token,pevvo,HAo,fricative,AH,pevvo_token_raw.npy
pevvo_token,pevvo,HAo,fricative,SG,pevvo_token_raw.npy
pevza_token,pevza,HAo,fricative,AH,pevza_token_raw.npy
pevza_token,pevza,HAo,fricative,SG,pevza_token_raw.npy
pevze_token,pevze,HAo,fricative,AH,pevze_token_raw.npy
pevze_token,pevze,HAo,fricative,SG,pevze_token_raw.npy
pevzo_token,pevzo,HAo,fricative,AH,pevzo_token_raw.npy
pevzo_token,pevzo,HAo,fricative,SG,pevzo_token_raw.npy
pezva_token,pezva,HAo,fricative,AH,pezva_token_raw.npy
pezva_token,pezva,HAo,fricative,SG,pezva_token_raw.npy
pezve_token,pezve,HAo,fricative,AH,pezve_token_raw.npy
pezve_token,pezve,HAo,fricative,SG,pezve_token_raw.npy
pezvo_token,pezvo,HAo,fricative,AH,pezvo_token_raw.npy
pezvo_token,pezvo,HAo,fricative,SG,pezvo_token_raw.npy
pezza_token,pezza,HAo,fricative,AH,pezza_token_raw.npy
pezza_token,pezza,HAo,fricative,SG,pezza_token_raw.npy
pezze_token,pezze,HAo,fricative,AH,pezze_token_raw.npy
pezze_token,pezze,HAo,fricative,SG,pezze_token_raw.npy
pezzo_token,pezzo,HAo,fricative,AH,pezzo_token_raw.npy
pezzo_token,pezzo,HAo,fricative,SG,pezzo_token_raw.npy
povva_token,povva,HAo,fricative,AH,povva_token_raw.npy
povva_token,povva,HAo,fricative,SG,povva_token_raw.npy
povve_token,povve,HAo,fricative,AH,povve_token_raw.npy
povve_token,povve,HAo,fricative,SG,povve_token_raw.npy
povvo_token,povvo,HAo,fricative,AH,povvo_token_raw.npy
povvo_token,povvo,HAo,fricative,SG,povvo_token_raw.npy
povza_token,povza,HAo,fricative,AH,povza_token_raw.npy
povza_token,povza,HAo,fricative,SG,povza_token_raw.npy
povze_token,povze,HAo,fricative,AH,povze_token_raw.npy
povze_token,povze,HAo,fricative,SG,povze_token_raw.npy
povzo_token,povzo,HAo,fricative,AH,povzo_token_raw.npy
povzo_token,povzo,HAo,fricative,SG,povzo_token_raw.npy
pozva_token,pozva,HAo,fricative,AH,pozva_token_raw.npy
pozva_token,pozva,HAo,fricative,SG,pozva_token_raw.npy
pozve_token,pozve,HAo,fricative,AH,pozve_token_raw.npy
pozve_token,pozve,HAo,fricative,SG,pozve_token_raw.npy
pozvo_token,pozvo,HAo,fricative,AH,pozvo_token_raw.npy
pozvo_token,pozvo,HAo,fricative,SG,pozvo_token_raw.npy
pozza_token,pozza,HAo,fricative,AH,pozza_token_raw.npy
pozza_token,pozza,HAo,fricative,SG,pozza_token_raw.npy
pozze_token,pozze,HAo,fricative,AH,pozze_token_raw.npy
pozze_token,pozze,HAo,fricative,SG,pozze_token_raw.npy
pozzo_token,pozzo,HAo,fricative,AH,pozzo_token_raw.npy
pozzo_token,pozzo,HAo,fricative,SG,pozzo_token_raw.npy
tavva_token,tavva,HAo,fricative,AH,tavva_token_raw.npy
tavva_token,tavva,HAo,fricative,SG,tavva_token_raw.npy
tavve_token,tavve,HAo,fricative,AH,tavve_token_raw.npy
tavve_token,tavve,HAo,fricative,SG,tavve_token_raw.npy
tavvo_token,tavvo,HAo,fricative,AH,tavvo_token_raw.npy
tavvo_token,tavvo,HAo,fricative,SG,tavvo_token_raw.npy
tavza_token,tavza,HAo,fricative,AH,tavza_token_raw.npy
tavza_token,tavza,HAo,fricative,SG,tavza_token_raw.npy
tavze_token,tavze,HAo,fricative,AH,tavze_token_raw.npy
tavze_token,tavze,HAo,fricative,SG,tavze_token_raw.npy
tavzo_token,tavzo,HAo,fricative,AH,tavzo_token_raw.npy
tavzo_token,tavzo,HAo,fricative,SG,tavzo_token_raw.npy
tazva_token,tazva,HAo,fricative,AH,tazva_token_raw.npy
tazva_token,tazva,HAo,fricative,SG,tazva_token_raw.npy
tazve_token,tazve,HAo,fricative,AH,tazve_token_raw.npy
tazve_token,tazve,HAo,fricative,SG,tazve_token_raw.npy
tazvo_token,tazvo,HAo,fricative,AH,tazvo_token_raw.npy
tazvo_token,tazvo,HAo,fricative,SG,tazvo_token_raw.npy
tazza_token,tazza,HAo,fricative,AH,tazza_token_raw.npy
tazza_token,tazza,HAo,fricative,SG,tazza_token_raw.npy
tazze_token,tazze,HAo,fricative,AH,tazze_token_raw.npy
tazze_token,tazze,HAo,fricative,SG,tazze_token_raw.npy
tazzo_token,tazzo,HAo,fricative,AH,tazzo_token_raw.npy
tazzo_token,tazzo,HAo,fricative,SG,tazzo_token_raw.npy
tevva_token,tevva,HAo,fricative,AH,tevva_token_raw.npy
tevva_token,tevva,HAo,fricative,SG,tevva_token_raw.npy
tevve_token,tevve,HAo,fricative,AH,tevve_token_raw.npy
tevve_token,tevve,HAo,fricative,SG,tevve_token_raw.npy
tevvo_token,tevvo,HAo,fricative,AH,tevvo_token_raw.npy
tevvo_token,tevvo,HAo,fricative,SG,tevvo_token_raw.npy
tevza_token,tevza,HAo,fricative,AH,tevza_token_raw.npy
tevza_token,tevza,HAo,fricative,SG,tevza_token_raw.npy
tevze_token,tevze,HAo,fricative,AH,tevze_token_raw.npy
tevze_token,tevze,HAo,fricative,SG,tevze_token_raw.npy
tevzo_token,tevzo,HAo,fricative,AH,tevzo_token_raw.npy
tevzo_token,tevzo,HAo,fricative,SG,tevzo_token_raw.npy
tezva_token,tezva,HAo,fricative,AH,tezva_token_raw.npy
tezva_token,tezva,HAo,fricative,SG,tezva_token_raw.npy
