word,UR,item_type,condition,file_name
mejpo_token_a,mejpo,SGn-A,glide,mejpo_token_a_raw.npy
mejta_token_a,mejta,SGn-A,glide,mejta_token_a_raw.npy
mejte_token_a,mejte,SGn-A,glide,mejte_token_a_raw.npy
mejto_token_a,mejto,SGn-A,glide,mejto_token_a_raw.npy
mowpa_token_a,mowpa,SGn-A,glide,mowpa_token_a_raw.npy
mowpe_token_a,mowpe,SGn-A,glide,mowpe_token_a_raw.npy
mowpo_token_a,mowpo,SGn-A,glide,mowpo_token_a_raw.npy
mowta_token_a,mowta,SGn-A,glide,mowta_token_a_raw.npy
mowte_token_a,mowte,SGn-A,glide,mowte_token_a_raw.npy
mowto_token_a,mowto,SGn-A,glide,mowto_token_a_raw.npy
mojpa_token_a,mojpa,SGn-A,glide,mojpa_token_a_raw.npy
mojpe_token_a,mojpe,SGn-A,glide,mojpe_token_a_raw.npy
mojpo_token_a,mojpo,SGn-A,glide,mojpo_token_a_raw.npy
mojta_token_a,mojta,SGn-A,glide,mojta_token_a_raw.npy
mojte_token_a,mojte,SGn-A,glide,mojte_token_a_raw.npy
mojto_token_a,mojto,SGn-A,glide,mojto_token_a_raw.npy
nawpa_token_a,nawpa,SGn-A,glide,nawpa_token_a_raw.npy
nawpe_token_a,nawpe,SGn-A,glide,nawpe_token_a_raw.npy
nawpo_token_a,nawpo,SGn-A,glide,nawpo_token_a_raw.npy
nawta_token_a,nawta,SGn-A,glide,nawta_token_a_raw.npy
nawte_token_a,nawte,SGn-A,glide,nawte_token_a_raw.npy
nawto_token_a,nawto,SGn-A,glide,nawto_token_a_raw.npy
najpa_token_a,najpa,SGn-A,glide,najpa_token_a_raw.npy
najpe_token_a,najpe,SGn-A,glide,najpe_token_a_raw.npy
najpo_token_a,najpo,SGn-A,glide,najpo_token_a_raw.npy
najta_token_a,najta,SGn-A,glide,najta_token_a_raw.npy
najte_token_a,najte,SGn-A,glide,najte_token_a_raw.npy
najto_token_a,najto,SGn-A,glide,najto_token_a_raw.npy
newpa_token_a,newpa,SGn-A,glide,newpa_token_a_raw.npy
newpe_token_a,newpe,SGn-A,glide,newpe_token_a_raw.npy
newpo_token_a,newpo,SGn-A,glide,newpo_token_a_raw.npy
newta_token_a,newta,SGn-A,glide,newta_token_a_raw.npy
newte_token_a,newte,SGn-A,glide,newte_token_a_raw.npy
newto_token_a,newto,SGn-A,glide,newto_token_a_raw.npy
nejpa_token_a,nejpa,SGn-A,glide,nejpa_token_a_raw.npy
nejpe_token_a,nejpe,SGn-A,glide,nejpe_token_a_raw.npy
nejpo_token_a,nejpo,SGn-A,glide,nejpo_token_a_raw.npy
nejta_token_a,nejta,SGn-A,glide,nejta_token_a_raw.npy
nejte_token_a,nejte,SGn-A,glide,nejte_token_a_raw.npy
nejto_token_a,nejto,SGn-A,glide,nejto_token_a_raw.npy
nowpa_token_a,nowpa,SGn-A,glide,nowpa_token_a_raw.npy
nowpe_token_a,nowpe,SGn-A,glide,nowpe_token_a_raw.npy
nowpo_token_a,nowpo,SGn-A,glide,nowpo_token_a_raw.npy
nowta_token_a,nowta,SGn-A,glide,nowta_token_a_raw.npy
nowte_token_a,nowte,SGn-A,glide,nowte_token_a_raw.npy
nowto_token_a,nowto,SGn-A,glide,nowto_token_a_raw.npy
nojpa_token_a,nojpa,SGn-A,glide,nojpa_token_a_raw.npy
nojpe_token_a,nojpe,SGn-A,glide,nojpe_token_a_raw.npy
nojpo_token_a,nojpo,SGn-A,glide,nojpo_token_a_raw.npy
nojta_token_a,nojta,SGn-A,glide,nojta_token_a_raw.npy
nojte_token_a,nojte,SGn-A,glide,nojte_token_a_raw.npy
nojto_token_a,nojto,SGn-A,glide,nojto_token_a_raw.npy
mavpa_token_a,mavpa,SGn-A,fricative,mavpa_token_a_raw.npy
mavpe_token_a,mavpe,SGn-A,fricative,mavpe_token_a_raw.npy
mavpo_token_a,mavpo,SGn-A,fricative,mavpo_token_a_raw.npy
mavta_token_a,mavta,SGn-A,fricative,mavta_token_a_raw.npy
mavte_token_a,mavte,SGn-A,fricative,mavte_token_a_raw.npy
mavto_token_a,mavto,SGn-A,fricative,mavto_token_a_raw.npy
mazpa_token_a,mazpa,SGn-A,fricative,mazpa_token_a_raw.npy
mazpe_token_a,mazpe,SGn-A,fricative,mazpe_token_a_raw.npy
mazpo_token_a,mazpo,SGn-A,fricative,mazpo_token_a_raw.npy
mazta_token_a,mazta,SGn-A,fricative,mazta_token_a_raw.npy
mazte_token_a,mazte,SGn-A,fricative,mazte_token_a_raw.npy
mazto_token_a,mazto,SGn-A,fricative,mazto_token_a_raw.npy
mevpa_token_a,mevpa,SGn-A,fricative,mevpa_token_a_raw.npy
mevpe_token_a,mevpe,SGn-A,fricative,mevpe_token_a_raw.npy
mevpo_token_a,mevpo,SGn-A,fricative,mevpo_token_a_raw.npy
mevta_token_a,mevta,SGn-A,fricative,mevta_token_a_raw.npy
mevte_token_a,mevte,SGn-A,fricative,mevte_token_a_raw.npy
mevto_token_a,mevto,SGn-A,fricative,mevto_token_a_raw.npy
mezpa_token_a,mezpa,SGn-A,fricative,mezpa_token_a_raw.npy
mezpe_token_a,mezpe,SGn-A,fricative,mezpe_token_a_raw.npy
mezpo_token_a,mezpo,SGn-A,fricative,mezpo_token_a_raw.npy
mezta_token_a,mezta,SGn-A,fricative,mezta_token_a_raw.npy
mezte_token_a,mezte,SGn-A,fricative,mezte_token_a_raw.npy
mezto_token_a,mezto,SGn-A,fricative,mezto_token_a_raw.npy
movpa_token_a,movpa,SGn-A,fricative,movpa_token_a_raw.npy
movpe_token_a,movpe,SGn-A,fricative,movpe_token_a_raw.npy
movpo_token_a,movpo,SGn-A,fricative,movpo_token_a_raw.npy
movta_token_a,movta,SGn-A,fricative,movta_token_a_raw.npy
movte_token_a,movte,SGn-A,fricative,movte_token_a_raw.npy
movto_token_a,movto,SGn-A,fricative,movto_token_a_raw.npy
mozpa_token_a,mozpa,SGn-A,fricative,mozpa_token_a_raw.npy
mozpe_token_a,mozpe,SGn-A,fricative,mozpe_token_a_raw.npy
mozpo_token_a,mozpo,SGn-A,fricative,mozpo_token_a_raw.npy
mozta_token_a,mozta,SGn-A,fricative,mozta_token_a_raw.npy
mozte_token_a,mozte,SGn-A,fricative,mozte_token_a_raw.npy
mozto_token_a,mozto,SGn-A,fricative,mozto_token_a_raw.npy
navpa_token_a,navpa,SGn-A,fricative,navpa_token_a_raw.npy
navpe_token_a,navpe,SGn-A,fricative,navpe_token_a_raw.npy
navpo_token_a,navpo,SGn-A,fricative,navpo_token_a_raw.npy
navta_token_a,navta,SGn-A,fricative,navta_token_a_raw.npy
navte_token_a,navte,SGn-A,fricative,navte_token_a_raw.npy
navto_token_a,navto,SGn-A,fricative,navto_token_a_raw.npy
nazpa_token_a,nazpa,SGn-A,fricative,nazpa_token_a_raw.npy
nazpe_token_a,nazpe,SGn-A,fricative,nazpe_token_a_raw.npy
nazpo_token_a,nazpo,SGn-A,fricative,nazpo_token_a_raw.npy
nazta_token_a,nazta,SGn-A,fricative,nazta_token_a_raw.npy
nazte_token_a,nazte,SGn-A,fricative,nazte_token_a_raw.npy
nazto_token_a,nazto,SGn-A,fricative,nazto_token_a_raw.npy
nevpa_token_a,nevpa,SGn-A,fricative,nevpa_token_a_raw.npy
nevpe_token_a,nevpe,SGn-A,fricative,nevpe_token_a_raw.npy
nevpo_token_a,nevpo,SGn-A,fricative,nevpo_token_a_raw.npy
nevta_token_a,nevta,SGn-A,fricative,nevta_token_a_raw.npy
nevte_token_a,nevte,SGn-A,fricative,nevte_token_a_raw.npy
nevto_token_a,nevto,SGn-A,fricative,nevto_token_a_raw.npy
nezpa_token_a,nezpa,SGn-A,fricative,nezpa_token_a_raw.npy
nezpe_token_a,nezpe,SGn-A,fricative,nezpe_token_a_raw.npy
nezpo_token_a,nezpo,SGn-A,fricative,nezpo_token_a_raw.npy
nezta_token_a,nezta,SGn-A,fricative,nezta_token_a_raw.npy
nezte_token_a,nezte,SGn-A,fricative,nezte_token_a_raw.npy
nezto_token_a,nezto,SGn-A,fricative,nezto_token_a_raw.npy
novpa_token_a,novpa,SGn-A,fricative,novpa_token_a_raw.npy
novpe_token_a,novpe,SGn-A,fricative,novpe_token_a_raw.npy
novpo_token_a,novpo,SGn-A,fricative,novpo_token_a_raw.npy
novta_token_a,novta,SGn-A,fricative,novta_token_a_raw.npy
novte_token_a,novte,SGn-A,fricative,novte_token_a_raw.npy
novto_token_a,novto,SGn-A,fricative,novto_token_a_raw.npy
nozpa_token_a,nozpa,SGn-A,fricative,nozpa_token_a_raw.npy
nozpe_token_a,nozpe,SGn-A,fricative,nozpe_token_a_raw.npy
nozpo_token_a,nozpo,SGn-A,fricative,nozpo_token_a_raw.npy
nozta_token_a,nozta,SGn-A,fricative,nozta_token_a_raw.npy
nozte_token_a,nozte,SGn-A,fricative,nozte_token_a_raw.npy
nozto_token_a,nozto,SGn-A,fricative,nozto_token_a_raw.npy
mawpa_token_b,mawpa,SGn-B,glide,mawpa_token_b_raw.npy
mawpe_token_b,mawpe,SGn-B,glide,mawpe_token_b_raw.npy
mawpo_token_b,mawpo,SGn-B,glide,mawpo_token_b_raw.npy
mawta_token_b,mawta,SGn-B,glide,mawta_token_b_raw.npy
mawte_token_b,mawte,SGn-B,glide,mawte_token_b_raw.npy
mawto_token_b,mawto,SGn-B,glide,mawto_token_b_raw.npy
majpa_token_b,majpa,SGn-B,glide,majpa_token_b_raw.npy
majpe_token_b,majpe,SGn-B,glide,majpe_token_b_raw.npy
majpo_token_b,majpo,SGn-B,glide,majpo_token_b_raw.npy
majta_token_b,majta,SGn-B,glide,majta_token_b_raw.npy
majte_token_b,majte,SGn-B,glide,majte_token_b_raw.npy
majto_token_b,majto,SGn-B,glide,majto_token_b_raw.npy
mewpa_token_b,mewpa,SGn-B,glide,mewpa_token_b_raw.npy
mewpe_token_b,mewpe,SGn-B,glide,mewpe_token_b_raw.npy
mewpo_token_b,mewpo,SGn-B,glide,mewpo_token_b_raw.npy
mewta_token_b,mewta,SGn-B,glide,mewta_token_b_raw.npy
mewte_token_b,mewte,SGn-B,glide,mewte_token_b_raw.npy
mewto_token_b,mewto,SGn-B,glide,mewto_token_b_raw.npy
mejpa_token_b,mejpa,SGn-B,glide,mejpa_token_b_raw.npy
mejpe_token_b,mejpe,SGn-B,glide,mejpe_token_b_raw.npy
mejpo_token_b,mejpo,SGn-B,glide,mejpo_token_b_raw.npy
mejta_token_b,mejta,SGn-B,glide,mejta_token_b_raw.npy
mejte_token_b,mejte,SGn-B,glide,mejte_token_b_raw.npy
mejto_token_b,mejto,SGn-B,glide,mejto_token_b_raw.npy
mowpa_token_b,mowpa,SGn-B,glide,mowpa_token_b_raw.npy
mowpe_token_b,mowpe,SGn-B,glide,mowpe_token_b_raw.npy
mowpo_token_b,mowpo,SGn-B,glide,mowpo_token_b_raw.npy
mowta_token_b,mowta,SGn-B,glide,mowta_token_b_raw.npy
mowte_token_b,mowte,SGn-B,glide,mowte_token_b_raw.npy
mowto_token_b,mowto,SGn-B,glide,mowto_token_b_raw.npy
mojpa_token_b,mojpa,SGn-B,glide,mojpa_token_b_raw.npy
mojpe_token_b,mojpe,SGn-B,glide,mojpe_token_b_raw.npy
mojpo_token_b,mojpo,SGn-B,glide,mojpo_token_b_raw.npy
mojta_token_b,mojta,SGn-B,glide,mojta_token_b_raw.npy
mojte_token_b,mojte,SGn-B,glide,mojte_token_b_raw.npy
mojto_token_b,mojto,SGn-B,glide,mojto_token_b_raw.npy
nawpa_token_b,nawpa,SGn-B,glide,nawpa_token_b_raw.npy
nawpe_token_b,nawpe,SGn-B,glide,nawpe_token_b_raw.npy
nawpo_token_b,nawpo,SGn-B,glide,nawpo_token_b_raw.npy
nawta_token_b,nawta,SGn-B,glide,nawta_token_b_raw.npy
nawte_token_b,nawte,SGn-B,glide,nawte_token_b_raw.npy
nawto_token_b,nawto,SGn-B,glide,nawto_token_b_raw.npy
najpa_token_b,najpa,SGn-B,glide,najpa_token_b_raw.npy
najpe_token_b,najpe,SGn-B,glide,najpe_token_b_raw.npy
najpo_token_b,najpo,SGn-B,glide,najpo_token_b_raw.npy
najta_token_b,najta,SGn-B,glide,najta_token_b_raw.npy
najte_token_b,najte,SGn-B,glide,najte_token_b_raw.npy
najto_token_b,najto,SGn-B,glide,najto_token_b_raw.npy
newpa_token_b,newpa,SGn-B,glide,newpa_token_b_raw.npy
newpe_token_b,newpe,SGn-B,glide,newpe_token_b_raw.npy
newpo_token_b,newpo,SGn-B,glide,newpo_token_b_raw.npy
newta_token_b,newta,SGn-B,glide,newta_token_b_raw.npy
newte_token_b,newte,SGn-B,glide,newte_token_b_raw.npy
newto_token_b,newto,SGn-B,glide,newto_token_b_raw.npy
nejpa_token_b,nejpa,SGn-B,glide,nejpa_token_b_raw.npy
nejpe_token_b,nejpe,SGn-B,glide,nejpe_token_b_raw.npy
nejpo_token_b,nejpo,SGn-B,glide,nejpo_token_b_raw.npy
nejta_token_b,nejta,SGn-B,glide,nejta_token_b_raw.npy
nejte_token_b,nejte,SGn-B,glide,nejte_token_b_raw.npy
nejto_token_b,nejto,SGn-B,glide,nejto_token_b_raw.npy
nowpa_token_b,nowpa,SGn-B,glide,nowpa_token_b_raw.npy
nowpe_token_b,nowpe,SGn-B,glide,nowpe_token_b_raw.npy
nowpo_token_b,nowpo,SGn-B,glide,nowpo_token_b_raw.npy
nowta_token_b,nowta,SGn-B,glide,nowta_token_b_raw.npy
nowte_token_b,nowte,SGn-B,glide,nowte_token_b_raw.npy
nowto_token_b,nowto,SGn-B,glide,nowto_token_b_raw.npy
nojpa_token_b,nojpa,SGn-B,glide,nojpa_token_b_raw.npy
nojpe_token_b,nojpe,SGn-B,glide,nojpe_token_b_raw.npy
nojpo_token_b,nojpo,SGn-B,glide,nojpo_token_b_raw.npy
nojta_token_b,nojta,SGn-B,glide,nojta_token_b_raw.npy
nojte_token_b,nojte,SGn-B,glide,nojte_token_b_raw.npy
nojto_token_b,nojto,SGn-B,glide,nojto_token_b_raw.npy
mavpa_token_b,mavpa,SGn-B,fricative,mavpa_token_b_raw.npy
mavpe_token_b,mavpe,SGn-B,fricative,mavpe_token_b_raw.npy
mavpo_token_b,mavpo,SGn-B,fricative,mavpo_token_b_raw.npy
mavta_token_b,mavta,SGn-B,fricative,mavta_token_b_raw.npy
mavte_token_b,mavte,SGn-B,fricative,mavte_token_b_raw.npy
mavto_token_b,mavto,SGn-B,fricative,mavto_token_b_raw.npy
mazpa_token_b,mazpa,SGn-B,fricative,mazpa_token_b_raw.npy
mazpe_token_b,mazpe,SGn-B,fricative,mazpe_token_b_raw.npy
mazpo_token_b,mazpo,SGn-B,fricative,mazpo_token_b_raw.npy
mazta_token_b,mazta,SGn-B,fricative,mazta_token_b_raw.npy
mazte_token_b,mazte,SGn-B,fricative,mazte_token_b_raw.npy
mazto_token_b,mazto,SGn-B,fricative,mazto_token_b_raw.npy
mevpa_token_b,mevpa,SGn-B,fricative,mevpa_token_b_raw.npy
mevpe_token_b,mevpe,SGn-B,fricative,mevpe_token_b_raw.npy
mevpo_token_b,mevpo,SGn-B,fricative,mevpo_token_b_raw.npy
mevta_token_b,mevta,SGn-B,fricative,mevta_token_b_raw.npy
mevte_token_b,mevte,SGn-B,fricative,mevte_token_b_raw.npy
mevto_token_b,mevto,SGn-B,fricative,mevto_token_b_raw.npy
mezpa_token_b,mezpa,SGn-B,fricative,mezpa_token_b_raw.npy
mezpe_token_b,mezpe,SGn-B,fricative,mezpe_token_b_raw.npy
mezpo_token_b,mezpo,SGn-B,fricative,mezpo_token_b_raw.npy
mezta_token_b,mezta,SGn-B,fricative,mezta_token_b_raw.npy
mezte_token_b,mezte,SGn-B,fricative,mezte_token_b_raw.npy
mezto_token_b,mezto,SGn-B,fricative,mezto_token_b_raw.npy
movpa_token_b,movpa,SGn-B,fricative,movpa_token_b_raw.npy
movpe_token_b,movpe,SGn-B,fricative,movpe_token_b_raw.npy
movpo_token_b,movpo,SGn-B,fricative,movpo_token_b_raw.npy
movta_token_b,movta,SGn-B,fricative,movta_token_b_raw.npy
movte_token_b,movte,SGn-B,fricative,movte_token_b_raw.npy
movto_token_b,movto,SGn-B,fricative,movto_token_b_raw.npy
mozpa_token_b,mozpa,SGn-B,fricative,mozpa_token_b_raw.npy
mozpe_token_b,mozpe,SGn-B,fricative,mozpe_token_b_raw.npy
mozpo_token_b,mozpo,SGn-B,fricative,mozpo_token_b_raw.npy
mozta_token_b,mozta,SGn-B,fricative,mozta_token_b_raw.npy
mozte_token_b,mozte,SGn-B,fricative,mozte_token_b_raw.npy
mozto_token_b,mozto,SGn-B,fricative,mozto_token_b_raw.npy
navpa_token_b,navpa,SGn-B,fricative,navpa_token_b_raw.npy
navpe_token_b,navpe,SGn-B,fricative,navpe_token_b_raw.npy
navpo_token_b,navpo,SGn-B,fricative,navpo_token_b_raw.npy
navta_token_b,navta,SGn-B,fricative,navta_token_b_raw.npy
navte_token_b,navte,SGn-B,fricative,navte_token_b_raw.npy
navto_token_b,navto,SGn-B,fricative,navto_token_b_raw.npy
nazpa_token_b,nazpa,SGn-B,fricative,nazpa_token_b_raw.npy
nazpe_token_b,nazpe,SGn-B,fricative,nazpe_token_b_raw.npy
nazpo_token_b,nazpo,SGn-B,fricative,nazpo_token_b_raw.npy
nazta_token_b,nazta,SGn-B,fricative,nazta_token_b_raw.npy
nazte_token_b,nazte,SGn-B,fricative,nazte_token_b_raw.npy
nazto_token_b,nazto,SGn-B,fricative,nazto_token_b_raw.npy
nevpa_token_b,nevpa,SGn-B,fricative,nevpa_token_b_raw.npy
nevpe_token_b,nevpe,SGn-B,fricative,nevpe_token_b_raw.npy
nevpo_token_b,nevpo,SGn-B,fricative,nevpo_token_b_raw.npy
nevta_token_b,nevta,SGn-B,fricative,nevta_token_b_raw.npy
nevte_token_b,nevte,SGn-B,fricative,nevte_token_b_raw.npy
nevto_token_b,nevto,SGn-B,fricative,nevto_token_b_raw.npy
nezpa_token_b,nezpa,SGn-B,fricative,nezpa_token_b_raw.npy
nezpe_token_b,nezpe,SGn-B,fricative,nezpe_token_b_raw.npy
nezpo_token_b,nezpo,SGn-B,fricative,nezpo_token_b_raw.npy
nezta_token_b,nezta,SGn-B,fricative,nezta_token_b_raw.npy
nezte_token_b,nezte,SGn-B,fricative,nezte_token_b_raw.npy
nezto_token_b,nezto,SGn-B,fricative,nezto_token_b_raw.npy
novpa_token_b,novpa,SGn-B,fricative,novpa_token_b_raw.npy
novpe_token_b,novpe,SGn-B,fricative,novpe_token_b_raw.npy
novpo_token_b,novpo,SGn-B,fricative,novpo_token_b_raw.npy
novta_token_b,novta,SGn-B,fricative,novta_token_b_raw.npy
novte_token_b,novte,SGn-B,fricative,novte_token_b_raw.npy
novto_token_b,novto,SGn-B,fricative,novto_token_b_raw.npy
nozpa_token_b,nozpa,SGn-B,fricative,nozpa_token_b_raw.npy
nozpe_token_b,nozpe,SGn-B,fricative,nozpe_token_b_raw.npy
nozpo_token_b,nozpo,SGn-B,fricative,nozpo_token_b_raw.npy
nozta_token_b,nozta,SGn-B,fricative,nozta_token_b_raw.npy
nozte_token_b,nozte,SGn-B,fricative,nozte_token_b_raw.npy
nozto_token_b,nozto,SGn-B,fricative,nozto_token_b_raw.npy
wawpa_token,wawpa,SGo,glide,wawpa_token_raw.npy
wawpe_token,wawpe,SGo,glide,wawpe_token_raw.npy
wawpo_token,wawpo,SGo,glide,wawpo_token_raw.npy
wawta_token,wawta,SGo,glide,wawta_token_raw.npy
wawte_token,wawte,SGo,glide,wawte_token_raw.npy
wawto_token,wawto,SGo,glide,wawto_token_raw.npy
wajpa_token,wajpa,SGo,glide,wajpa_token_raw.npy
wajpe_token,wajpe,SGo,glide,wajpe_token_raw.npy
wajpo_token,wajpo,SGo,glide,wajpo_token_raw.npy
wajta_token,wajta,SGo,glide,wajta_token_raw.npy
wajte_token,wajte,SGo,glide,wajte_token_raw.npy
wajto_token,wajto,SGo,glide,wajto_token_raw.npy
wewpa_token,wewpa,SGo,glide,wewpa_token_raw.npy
wewpe_token,wewpe,SGo,glide,wewpe_token_raw.npy
wewpo_token,wewpo,SGo,glide,wewpo_token_raw.npy
wewta_token,wewta,SGo,glide,wewta_token_raw.npy
wewte_token,wewte,SGo,glide,wewte_token_raw.npy
wewto_token,wewto,SGo,glide,wewto_token_raw.npy
wejpa_token,wejpa,SGo,glide,wejpa_token_raw.npy
wejpe_token,wejpe,SGo,glide,wejpe_token_raw.npy
wejpo_token,wejpo,SGo,glide,wejpo_token_raw.npy
wejta_token,wejta,SGo,glide,wejta_token_raw.npy
wejte_token,wejte,SGo,glide,wejte_token_raw.npy
wejto_token,wejto,SGo,glide,wejto_token_raw.npy
wowpa_token,wowpa,SGo,glide,wowpa_token_raw.npy
wowpe_token,wowpe,SGo,glide,wowpe_token_raw.npy
wowpo_token,wowpo,SGo,glide,wowpo_token_raw.npy
wowta_token,wowta,SGo,glide,wowta_token_raw.npy
wowte_token,wowte,SGo,glide,wowte_token_raw.npy
wowto_token,wowto,SGo,glide,wowto_token_raw.npy
wojpa_token,wojpa,SGo,glide,wojpa_token_raw.npy
wojpe_token,wojpe,SGo,glide,wojpe_token_raw.npy
wojpo_token,wojpo,SGo,glide,wojpo_token_raw.npy
wojta_token,wojta,SGo,glide,wojta_token_raw.npy
wojte_token,wojte,SGo,glide,wojte_token_raw.npy
wojto_token,wojto,SGo,glide,wojto_token_raw.npy
jawpa_token,jawpa,SGo,glide,jawpa_token_raw.npy
jawpe_token,jawpe,SGo,glide,jawpe_token_raw.npy
jawpo_token,jawpo,SGo,glide,jawpo_token_raw.npy
jawta_token,jawta,SGo,glide,jawta_token_raw.npy
jawte_token,jawte,SGo,glide,jawte_token_raw.npy
jawto_token,jawto,SGo,glide,jawto_token_raw.npy
jajpa_token,jajpa,SGo,glide,jajpa_token_raw.npy
jajpe_token,jajpe,SGo,glide,jajpe_token_raw.npy
jajpo_token,jajpo,SGo,glide,jajpo_token_raw.npy
jajta_token,jajta,SGo,glide,jajta_token_raw.npy
jajte_token,jajte,SGo,glide,jajte_token_raw.npy
jajto_token,jajto,SGo,glide,jajto_token_raw.npy
jewpa_token,jewpa,SGo,glide,jewpa_token_raw.npy
jewpe_token,jewpe,SGo,glide,jewpe_token_raw.npy
jewpo_token,jewpo,SGo,glide,jewpo_token_raw.npy
jewta_token,jewta,SGo,glide,jewta_token_raw.npy
jewte_token,jewte,SGo,glide,jewte_token_raw.npy
jewto_token,jewto,SGo,glide,jewto_token_raw.npy
jejpa_token,jejpa,SGo,glide,jejpa_token_raw.npy
jejpe_token,jejpe,SGo,glide,jejpe_token_raw.npy
jejpo_token,jejpo,SGo,glide,jejpo_token_raw.npy
jejta_token,jejta,SGo,glide,jejta_token_raw.npy
jejte_token,jejte,SGo,glide,jejte_token_raw.npy
jejto_token,jejto,SGo,glide,jejto_token_raw.npy
jowpa_token,jowpa,SGo,glide,jowpa_token_raw.npy
jowpe_token,jowpe,SGo,glide,jowpe_token_raw.npy
jowpo_token,jowpo,SGo,glide,jowpo_token_raw.npy
jowta_token,jowta,SGo,glide,jowta_token_raw.npy
jowte_token,jowte,SGo,glide,jowte_token_raw.npy
jowto_token,jowto,SGo,glide,jowto_token_raw.npy
jojpa_token,jojpa,SGo,glide,jojpa_token_raw.npy
jojpe_token,jojpe,SGo,glide,jojpe_token_raw.npy
jojpo_token,jojpo,SGo,glide,jojpo_token_raw.npy
jojta_token,jojta,SGo,glide,jojta_token_raw.npy
jojte_token,jojte,SGo,glide,jojte_token_raw.npy
jojto_token,jojto,SGo,glide,jojto_token_raw.npy
pawpa_token,pawpa,SGo,glide,pawpa_token_raw.npy
pawpe_token,pawpe,SGo,glide,pawpe_token_raw.npy
pawpo_token,pawpo,SGo,glide,pawpo_token_raw.npy
pawta_token,pawta,SGo,glide,pawta_token_raw.npy
pawte_token,pawte,SGo,glide,pawte_token_raw.npy
pawto_token,pawto,SGo,glide,pawto_token_raw.npy
pajpa_token,pajpa,SGo,glide,pajpa_token_raw.npy
pajpe_token,pajpe,SGo,glide,pajpe_token_raw.npy
pajpo_token,pajpo,SGo,glide,pajpo_token_raw.npy
pajta_token,pajta,SGo,glide,pajta_token_raw.npy
pajte_token,pajte,SGo,glide,pajte_token_raw.npy
pajto_token,pajto,SGo,glide,pajto_token_raw.npy
pewpa_token,pewpa,SGo,glide,pewpa_token_raw.npy
pewpe_token,pewpe,SGo,glide,pewpe_token_raw.npy
pewpo_token,pewpo,SGo,glide,pewpo_token_raw.npy
pewta_token,pewta,SGo,glide,pewta_token_raw.npy
pewte_token,pewte,SGo,glide,pewte_token_raw.npy
pewto_token,pewto,SGo,glide,pewto_token_raw.npy
pejpa_token,pejpa,SGo,glide,pejpa_token_raw.npy
pejpe_token,pejpe,SGo,glide,pejpe_token_raw.npy
pejpo_token,pejpo,SGo,glide,pejpo_token_raw.npy
pejta_token,pejta,SGo,glide,pejta_token_raw.npy
pejte_token,pejte,SGo,glide,pejte_token_raw.npy
pejto_token,pejto,SGo,glide,pejto_token_raw.npy
powpa_token,powpa,SGo,glide,powpa_token_raw.npy
powpe_token,powpe,SGo,glide,powpe_token_raw.npy
powpo_token,powpo,SGo,glide,powpo_token_raw.npy
powta_token,powta,SGo,glide,powta_token_raw.npy
powte_token,powte,SGo,glide,powte_token_raw.npy
powto_token,powto,SGo,glide,powto_token_raw.npy
pojpa_token,pojpa,SGo,glide,pojpa_token_raw.npy
pojpe_token,pojpe,SGo,glide,pojpe_token_raw.npy
pojpo_token,pojpo,SGo,glide,pojpo_token_raw.npy
pojta_token,pojta,SGo,glide,pojta_token_raw.npy
pojte_token,pojte,SGo,glide,pojte_token_raw.npy
pojto_token,pojto,SGo,glide,pojto_token_raw.npy
tawpa_token,tawpa,SGo,glide,tawpa_token_raw.npy
tawpe_token,tawpe,SGo,glide,tawpe_token_raw.npy
tawpo_token,tawpo,SGo,glide,tawpo_token_raw.npy
tawta_token,tawta,SGo,glide,tawta_token_raw.npy
tawte_token,tawte,SGo,glide,tawte_token_raw.npy
tawto_token,tawto,SGo,glide,tawto_token_raw.npy
tajpa_token,tajpa,SGo,glide,tajpa_token_raw.npy
tajpe_token,tajpe,SGo,glide,tajpe_token_raw.npy
tajpo_token,tajpo,SGo,glide,tajpo_token_raw.npy
tajta_token,tajta,SGo,glide,tajta_token_raw.npy
tajte_token,tajte,SGo,glide,tajte_token_raw.npy
tajto_token,tajto,SGo,glide,tajto_token_raw.npy
tewpa_token,tewpa,SGo,glide,tewpa_token_raw.npy
tewpe_token,tewpe,SGo,glide,tewpe_token_raw.npy
tewpo_token,tewpo,SGo,glide,tewpo_token_raw.npy
tewta_token,tewta,SGo,glide,tewta_token_raw.npy
tewte_token,tewte,SGo,glide,tewte_token_raw.npy
tewto_token,tewto,SGo,glide,tewto_token_raw.npy
tejpa_token,tejpa,SGo,glide,tejpa_token_raw.npy
tejpe_token,tejpe,SGo,glide,tejpe_token_raw.npy
tejpo_token,tejpo,SGo,glide,tejpo_token_raw.npy
tejta_token,tejta,SGo,glide,tejta_token_raw.npy
tejte_token,tejte,SGo,glide,tejte_token_raw.npy
tejto_token,tejto,SGo,glide,tejto_token_raw.npy
towpa_token,towpa,SGo,glide,towpa_token_raw.npy
towpe_token,towpe,SGo,glide,towpe_token_raw.npy
towpo_token,towpo,SGo,glide,towpo_token_raw.npy
towta_token,towta,SGo,glide,towta_token_raw.npy
towte_token,towte,SGo,glide,towte_token_raw.npy
towto_token,towto,SGo,glide,towto_token_raw.npy
tojpa_token,tojpa,SGo,glide,tojpa_token_raw.npy
tojpe_token,tojpe,SGo,glide,tojpe_token_raw.npy
